Id,Start,End,StartingSeconds,EndingSeconds,Paradigm,Operation,Vis Type,Important Quotes form the Interview,,,,,,,
P9,7:45,7:48,490,493,None,None,Scatter,,,,,,,,
P9,7:49,7:53,494,497,MVS,O3,Bar,,,,,,,,
P9,7:54,8:29,498,531,None,None,Bar,,,,,,,,
P9,8:30,8:35,532,536,MVS,O1,Bar,,,,,,,,
P9,8:36,8:41,537,541,None,None,Bar,,,,,,,,
P9,8:42,8:51,542,550,MVS,O4,Bar,,,,,,,,
P9,8:52,9:11,551,569,None,None,Bar,,,,,,,,
P9,9:12,9:17,570,574,MVS,O1,Bar,,,,,,,,
P9,9:18,9:24,575,580,None,None,Bar,,,,,,,,
P9,9:25,9:32,581,587,VbD,O4,Bar,,,,,,,,
P9,9:33,9:34,588,588,None,None,Bar,,,,,,,,
P9,9:35,9:46,589,599,MVS,O4,Bar,,,,,,,,
P9,9:47,10:17,600,629,None,None,Bar,,,,,,,,
P9,10:18,10:31,630,642,MVS,O4,Bar,,,,,,,,
P9,10:32,10:59,643,669,None,None,Bar,,,,,,,,
P9,11:00,11:10,670,679,MVS,O1,Bar,,,,,,,,
P9,11:11,11:13,680,681,None,None,Bar,,,,,,,,
P9,11:14,11:18,682,684,MVS,O1,Bar,,,,,,,,
P9,11:19,11:22,685,688,MVS,O3,Scatter,,,,,,,,
P9,11:23,11:42,689,707,None,None,Scatter,,,,,,,,
P9,11:43,11:44,708,708,MVS,O1,Scatter,,,,,,,,
P9,11:45,11:59,709,722,None,None,Scatter,,,,,,,,
P9,12:00,12:06,723,728,VbD,O4,Scatter,,,,,,,,
P9,12:07,12:09,729,730,None,None,Scatter,,,,,,,,
P9,12:10,12:40,731,760,MVS,O4,Scatter,,,,,,,,
P9,12:41,13:10,761,789,None,None,Scatter,,,,,,,,
P9,13:11,13:14,790,793,MVS,O3,Bar,,,,,,,,
P9,13:15,13:43,794,820,None,None,Bar,,,,,,,,
P9,13:44,13:50,821,826,MVS,O4,Bar,,,,,,,,
P9,13:51,13:59,827,834,None,None,Bar,,,,,,,,
P9,14:00,14:19,835,853,MVS,O4,Bar,,,,,,,,
P9,14:20,14:27,854,860,None,None,Bar,,,,,,,,
P9,14:28,14:32,861,864,MVS,O1,Bar,,,,,,,,
P10,0:00,0:38,865,38,None,None,Scatter,,,,,,,,
P10,0:39,0:44,39,43,MVS,O1,Scatter,"Roadblocks in the tool: ""You trained me but there were couple of intuitive things that I expected to be able to do with the interface!  Like, being able to select and keep only the points that I have selected and filter the rest would be a good recommendation to have!"" General experience: "" It is a good and intutive. The recommendations were a little bit prefferal, so it was hard to notice them sometime but they were good in a way that representing what I wanted to do. IT feel that the system gives a lot of control to the user which is good.""  Which cases each interaction was more useful: ""  The drag and drop road for filtering attributes that have a large number of categorica variables (e.g., movie directors) is really hard. So in that case demonstration road is much easier. I can select the things that I want to remove on the visualization and drag them out. It seems draggint he bars to sort the bar chart is good. In general it feels a very natural to do [sort the bar chart]. ""  Both Ineteraction: `` In general, combining two help a lot with giving a lot of user control. Like I could do in whatever way I prefer to do it. so if doing one thing in a specific way is not super natural to me then I can do it another way. Different people might have different preferences, so supporting both options [paradigms] seems a good idea."" ",,,,,,,
P10,0:00,0:46,44,89,None,None,Scatter,,,,,,,,
P10,0:47,0:58,90,100,VbD,O4,Scatter,,,,,,,,1
P10,0:59,1:08,101,109,None,None,Scatter,,,,,,,,
P10,1:09,1:16,110,116,MVS,O1,Scatter,,,,,,,,
P10,1:17,1:46,117,145,None,None,Scatter,,,,,,,,
P10,1:47,1:59,146,157,MVS,O1,Scatter,,,,,,,,1
P10,2:00,2:47,158,204,None,None,Scatter,,,,,,,,
P10,2:48,2:51,205,207,MVS,O3,Bar,,,,,,,,
P10,2:52,2:58,208,213,None,None,Bar,,,,,,,,
P10,2:59,3:02,214,216,MVS,O3,Bar,,,,,,,,
P10,3:03,3:27,217,240,None,None,Bar,,,,,,,,1
P10,3:28,3:50,241,262,MVS,O4,Bar,,,,,,,,
P10,3:51,4:00,263,271,None,None,Bar,,,,,,,,
P10,4:01,4:04,272,274,MVS,O3,Scatter,,,,,,,,
P10,4:05,4:14,275,283,None,None,Scatter,,,,,,,,
P10,4:15,4:19,284,287,MVS,O1,Scatter,,,,,,,,1
P10,4:20,4:33,288,300,None,None,Scatter,,,,,,,,
P10,4:34,4:36,301,302,MVS,O3,Bar,,,,,,,,4
P10,4:37,4:55,303,320,None,None,Bar,,,,,,,,
P10,4:56,5:00,321,324,MVS,O1,Bar,,,,,,,,
P10,5:01,5:05,325,328,None,None,Bar,,,,,,,,
P10,5:06,5:11,329,333,VbD,O5,Bar,,,,,,,,
P10,5:12,5:23,334,344,None,None,Bar,,,,,,,,
P10,5:24,5:28,345,348,MVS,O1,Bar,,,,,,,,
P10,5:29,6:14,349,393,None,None,Bar,,,,,,,,
P10,6:15,6:18,394,396,VbD,O5,Bar,,,,,,,,
P10,6:19,7:12,397,449,None,None,Bar,,,,,,,,
P10,7:13,7:40,450,476,VbD,O4,Bar,,,,,,,,
P10,7:41,8:35,477,530,None,None,Bar,,,,,,,,
P10,8:36,8:40,531,534,MVS,O3,Scatter,,,,,,,,
P10,8:41,8:54,535,547,None,None,Scatter,,,,,,,,
P10,8:55,8:59,548,551,MVS,O2,Scatter,,,,,,,,
P10,9:00,9:15,552,566,None,None,Scatter,,,,,,,,
P10,9:16,9:19,567,569,MVS,O2,Scatter,,,,,,,,
P10,9:20,9:44,570,593,None,None,Scatter,,,,,,,,
P10,9:45,9:48,594,596,MVS,O3,Bar,,,,,,,,
P10,9:49,10:19,597,626,None,None,Bar,,,,,,,,
P10,10:20,10:28,627,634,VbD,O4,Bar,,,,,,,,
P10,10:29,10:34,635,639,None,None,Bar,,,,,,,,
P10,10:35,10:38,640,642,MVS,O1,Bar,,,,,,,,
P10,10:39,10:39,643,644,None,None,Bar,,,,,,,,
P10,10:40,10:44,645,646,MVS,O1,Bar,,,,,,,,
P10,10:45,11:14,647,675,None,None,Bar,,,,,,,,
P10,11:15,11:19,676,679,VbD,O4,Bar,,,,,,,,
P10,11:20,11:21,680,680,None,None,Bar,,,,,,,,
P10,11:22,11:24,681,683,MVS,O3,Scatter,,,,,,,,
P10,11:25,11:57,684,714,None,None,Scatter,,,,,,,,
P10,11:58,12:02,715,718,MVS,O1,Scatter,,,,,,,,
P10,12:03,12:08,719,723,None,None,Scatter,,,,,,,,
P10,12:09,12:28,724,742,VbD,O4,Scatter,,,,,,,,
P10,12:29,12:46,743,759,None,None,Scatter,,,,,,,,
P10,12:47,12:54,760,766,MVS,O4,Scatter,,,,,,,,
P10,12:55,13:06,767,777,None,None,Scatter,,,,,,,,
P10,13:07,13:10,778,780,MVS,O1,Scatter,,,,,,,,
P10,13:11,13:24,781,793,None,None,Scatter,,,,,,,,
P10,13:25,13:34,794,802,MVS,O4,Scatter,,,,,,,,
P10,13:35,14:29,803,856,None,None,Scatter,,,,,,,,
P10,14:30,14:43,857,868,MVS,O4,Scatter,,,,,,,,
P10,14:44,15:01,869,886,None,None,Scatter,,,,,,,,
P10,15:02,15:12,887,896,VbD ,O4,Scatter,,,,,,,,
P10,15:13,15:16,897,899,None,None,Scatter,,,,,,,,
P10,15:17,15:19,900,901,MVS ,O3,Bar,,,,,,,,
P10,15:20,15:25,902,906,None,None,Bar,,,,,,,,
P10,15:26,15:28,907,908,MVS,O3,Scatter,,,,,,,,
P10,15:29,15:33,909,912,None,None,Scatter,,,,,,,,
P10,15:34,15:37,913,915,MVS,O2,Scatter,,,,,,,,
